#Rules created by Clement Jonquet and Mehdi Mirzapour

@CONCEPT_FEATURES|Concept|Negation|Certainty|Temporality|Experiencer

@FEATURE_VALUES|Negation|affirm|negated
@FEATURE_VALUES|Certainty|certain|uncertain
exclut la souffrante|forward|trigger|negated|10
exclut le sujet|forward|trigger|negated|10
refuse le patient|forward|trigger|negated|10
refuse la patiente|forward|trigger|negated|10
refuse le souffrant|forward|trigger|negated|10
refuse la souffrante|forward|trigger|negated|10
refuse le sujet|forward|trigger|negated|10
repousse le patient|forward|trigger|negated|10
repousse la patiente|forward|trigger|negated|10
repousse le souffrant|forward|trigger|negated|10
repousse la souffrante|forward|trigger|negated|10
repousse le sujet|forward|trigger|negated|10
rejete le patient|forward|trigger|negated|10
rejete la patiente|forward|trigger|negated|10
rejete le souffrant|forward|trigger|negated|10
rejete la souffrante|forward|trigger|negated|10
rejete le sujet|forward|trigger|negated|10
elimine le patient|forward|trigger|negated|10
elimine la patiente|forward|trigger|negated|10
elimine le souffrant|forward|trigger|negated|10
elimine la souffrante|forward|trigger|negated|10
elimine le sujet|forward|trigger|negated|10
proscrit le patient|forward|trigger|negated|10
proscrit la patiente|forward|trigger|negated|10
proscrit le souffrant|forward|trigger|negated|10
proscrit la souffrante|forward|trigger|negated|10
proscrit le sujet|forward|trigger|negated|10
ecarte le patient|forward|trigger|negated|10
ecarte la patiente|forward|trigger|negated|10
ecarte le souffrant|forward|trigger|negated|10
ecarte la souffrante|forward|trigger|negated|10
ecarte le sujet|forward|trigger|negated|10
l'exclut|backward|trigger|negated|10
le refuse|backward|trigger|negated|10
la refuse|backward|trigger|negated|10
le repousse|backward|trigger|negated|10
la repousse|backward|trigger|negated|10
le rejete|backward|trigger|negated|10
la rejete|backward|trigger|negated|10
l'elimine|backward|trigger|negated|10
le proscrit|backward|trigger|negated|10
la proscrit|backward|trigger|negated|10
exclut|forward|trigger|negated|10
interdit|forward|trigger|negated|10
proscrit|forward|trigger|negated|10
eloigne|forward|trigger|negated|10
rejete|forward|trigger|negated|10
evince|forward|trigger|negated|10
ecarte|forward|trigger|negated|10
empeche|forward|trigger|negated|10
ecarte|forward|trigger|negated|10
secondaire|forward|termination|negated|10
a continue a|forward|termination|negated|10
a perpetuer a|forward|termination|negated|10
a tenu a|forward|termination|negated|10
devrait-il|forward|trigger|conditional|30
devrait-elle|forward|trigger|conditional|30
pourrait-il|forward|trigger|conditional|30
pourrait-elle|forward|trigger|conditional|30
montre une question|forward|trigger|uncertain|30
montre une interpellation|forward|trigger|uncertain|30
indique une question|forward|trigger|uncertain|30
indique une interpellation|forward|trigger|uncertain|30
expose une question|forward|trigger|uncertain|30
expose une interpellation|forward|trigger|uncertain|30
temoigne une question|forward|trigger|uncertain|30
temoigne une interpellation|forward|trigger|uncertain|30
signale une question|forward|trigger|uncertain|30
signale une interpellation|forward|trigger|uncertain|30
manifeste une question|forward|trigger|uncertain|30
manifeste une interpellation|forward|trigger|uncertain|30
revele une question|forward|trigger|uncertain|30
revele une interpellation|forward|trigger|uncertain|30
depuis le printemps|backward|trigger|historical|30
depuis l'ete|backward|trigger|historical|30
depuis l'automne|backward|trigger|historical|30
depuis l'hiver|backward|trigger|historical|30
des le printemps|backward|trigger|historical|30
des l'ete|backward|trigger|historical|30
des l'automne|backward|trigger|historical|30
des l'hiver|backward|trigger|historical|30
a partir de le printemps|backward|trigger|historical|30
a partir de l'ete|backward|trigger|historical|30
a partir de l'automne|backward|trigger|historical|30
a partir de l'hiver|backward|trigger|historical|30
depuis janvier|backward|trigger|historical|30
depuis fevrier|backward|trigger|historical|30
depuis mars|backward|trigger|historical|30
depuis avril|backward|trigger|historical|30
depuis mai|backward|trigger|historical|30
depuis juin|backward|trigger|historical|30
depuis juillet|backward|trigger|historical|30
depuis août|backward|trigger|historical|30
depuis septembre|backward|trigger|historical|30
depuis octobre|backward|trigger|historical|30
depuis novembre|backward|trigger|historical|30
depuis decembre|backward|trigger|historical|30
des janvier|backward|trigger|historical|30
des fevrier|backward|trigger|historical|30
des mars|backward|trigger|historical|30
des avril|backward|trigger|historical|30
des mai|backward|trigger|historical|30
des juin|backward|trigger|historical|30
des juillet|backward|trigger|historical|30
des août|backward|trigger|historical|30
des septembre|backward|trigger|historical|30
des octobre|backward|trigger|historical|30
des novembre|backward|trigger|historical|30
des decembre|backward|trigger|historical|30
a partir de janvier|backward|trigger|historical|30
a partir de fevrier|backward|trigger|historical|30
a partir de mars|backward|trigger|historical|30
a partir de avril|backward|trigger|historical|30
a partir de mai|backward|trigger|historical|30
a partir de juin|backward|trigger|historical|30
a partir de juillet|backward|trigger|historical|30
a partir de août|backward|trigger|historical|30
a partir de septembre|backward|trigger|historical|30
a partir de octobre|backward|trigger|historical|30
a partir de novembre|backward|trigger|historical|30
a partir de decembre|backward|trigger|historical|30
histoire sociale|both|pseudo|historical|30
historique sociale|both|pseudo|historical|30
le rapport du parent|both|termination|historical|30
le rapport du parent|both|termination|nonpatient|30
le rapport des parents|both|termination|historical|30
le rapport des parents|both|termination|nonpatient|30
le rapport du pere|both|termination|historical|30
le rapport du pere|both|termination|nonpatient|30
le rapport du beau-pere|both|termination|historical|30
le rapport du beau-pere|both|termination|nonpatient|30
le rapport de la mere|both|termination|historical|30
le rapport de la mere|both|termination|nonpatient|30
le rapport de la belle-mere|both|termination|historical|30
le rapport de la belle-mere|both|termination|nonpatient|30
le rapport du papa|both|termination|historical|30
le rapport du papa|both|termination|nonpatient|30
le rapport de la maman|both|termination|historical|30
le rapport de la maman|both|termination|nonpatient|30
le rapport du fils|both|termination|historical|30
le rapport du fils|both|termination|nonpatient|30
le rapport des fils|both|termination|historical|30
le rapport des fils|both|termination|nonpatient|30
le rapport du beau-fils|both|termination|historical|30
le rapport du beau-fils|both|termination|nonpatient|30
le rapport du garçon|both|termination|historical|30
le rapport du garçon|both|termination|nonpatient|30
le rapport des garçons|both|termination|historical|30
le rapport des garçons|both|termination|nonpatient|30
le rapport de la fille|both|termination|historical|30
le rapport de la fille|both|termination|nonpatient|30
le rapport de la belle-fille|both|termination|historical|30
le rapport de la belle-fille|both|termination|nonpatient|30
le rapport des filles|both|termination|historical|30
le rapport des filles|both|termination|nonpatient|30
le rapport du frere|both|termination|historical|30
le rapport du frere|both|termination|nonpatient|30
le rapport des freres|both|termination|historical|30
le rapport des freres|both|termination|nonpatient|30
le rapport de la soeur|both|termination|historical|30
le rapport de la soeur|both|termination|nonpatient|30
le rapport des soeurs|both|termination|historical|30
le rapport des soeurs|both|termination|nonpatient|30
le rapport de la sœur|both|termination|historical|30
le rapport de la sœur|both|termination|nonpatient|30
le rapport des sœurs|both|termination|historical|30
le rapport des sœurs|both|termination|nonpatient|30
le rapport de la fratrie|both|termination|historical|30
le rapport de la fratrie|both|termination|nonpatient|30
le rapport de l'oncle|both|termination|historical|30
le rapport de l'oncle|both|termination|nonpatient|30
le rapport du tonton|both|termination|historical|30
le rapport du tonton|both|termination|nonpatient|30
le rapport des oncles|both|termination|historical|30
le rapport des oncles|both|termination|nonpatient|30
le rapport de la tante|both|termination|historical|30
le rapport de la tante|both|termination|nonpatient|30
le rapport de la tata|both|termination|historical|30
le rapport de la tata|both|termination|nonpatient|30
le rapport des tantes|both|termination|historical|30
le rapport des tantes|both|termination|nonpatient|30
le rapport  de la grand-mere|both|termination|historical|30
le rapport  de la grand-mere|both|termination|nonpatient|30
le rapport du grand-pere|both|termination|historical|30
le rapport du grand-pere|both|termination|nonpatient|30
le rapport du cousin|both|termination|historical|30
le rapport du cousin|both|termination|nonpatient|30
le rapport des cousins|both|termination|historical|30
le rapport des cousins|both|termination|nonpatient|30
le rapport de la famille|both|termination|historical|30
le rapport de la famille|both|termination|nonpatient|30
le rapport du colocataire|both|termination|historical|30
le rapport du colocataire|both|termination|nonpatient|30
le rapport des colocataires|both|termination|historical|30
le rapport des colocataires|both|termination|nonpatient|30
le rapport du voisin|both|termination|historical|30
le rapport du voisin|both|termination|nonpatient|30
le rapport des voisins|both|termination|historical|30
le rapport des voisins|both|termination|nonpatient|30
parler avec la famille|both|termination|historical|30
parler avec la famille|both|termination|nonpatient|30
parler avec le cercle familial|both|termination|historical|30
parler avec le cercle familial|both|termination|nonpatient|30
parler avec l'entourage|both|termination|historical|30
parler avec l'entourage|both|termination|nonpatient|30
parler avec les parents|both|termination|historical|30
parler avec les parents|both|termination|nonpatient|30
parler avec la belle-famille|both|termination|historical|30
parler avec la belle-famille|both|termination|nonpatient|30
bavarder avec la famille|both|termination|historical|30
bavarder avec la famille|both|termination|nonpatient|30
bavarder avec le cercle familial|both|termination|historical|30
bavarder avec le cercle familial|both|termination|nonpatient|30
bavarder avec l'entourage|both|termination|historical|30
bavarder avec l'entourage|both|termination|nonpatient|30
bavarder avec les parents|both|termination|historical|30
bavarder avec les parents|both|termination|nonpatient|30
bavarder avec la belle-famille|both|termination|historical|30
bavarder avec la belle-famille|both|termination|nonpatient|30
discuter avec la famille|both|termination|historical|30
discuter avec la famille|both|termination|nonpatient|30
discuter avec le cercle familial|both|termination|historical|30
discuter avec le cercle familial|both|termination|nonpatient|30
discuter avec l'entourage|both|termination|historical|30
discuter avec l'entourage|both|termination|nonpatient|30
discuter avec les parents|both|termination|historical|30
discuter avec les parents|both|termination|nonpatient|30
discuter avec la belle-famille|both|termination|historical|30
discuter avec la belle-famille|both|termination|nonpatient|30
dialoguer avec la famille|both|termination|historical|30
dialoguer avec la famille|both|termination|nonpatient|30
dialoguer avec le cercle familial|both|termination|historical|30
dialoguer avec le cercle familial|both|termination|nonpatient|30
dialoguer avec l'entourage|both|termination|historical|30
dialoguer avec l'entourage|both|termination|nonpatient|30
dialoguer avec les parents|both|termination|historical|30
dialoguer avec les parents|both|termination|nonpatient|30
dialoguer avec la belle-famille|both|termination|historical|30
dialoguer avec la belle-famille|both|termination|nonpatient|30
communiquer avec la famille|both|termination|historical|30
communiquer avec la famille|both|termination|nonpatient|30
communiquer avec le cercle familial|both|termination|historical|30
communiquer avec le cercle familial|both|termination|nonpatient|30
communiquer avec l'entourage|both|termination|historical|30
communiquer avec l'entourage|both|termination|nonpatient|30
communiquer avec les parents|both|termination|historical|30
communiquer avec les parents|both|termination|nonpatient|30
communiquer avec la belle-famille|both|termination|historical|30
communiquer avec la belle-famille|both|termination|nonpatient|30
s'entretenir avec la famille|both|termination|historical|30
s'entretenir avec la famille|both|termination|nonpatient|30
s'entretenir avec le cercle familial|both|termination|historical|30
s'entretenir avec le cercle familial|both|termination|nonpatient|30
s'entretenir avec l'entourage|both|termination|historical|30
s'entretenir avec l'entourage|both|termination|nonpatient|30
s'entretenir avec les parents|both|termination|historical|30
s'entretenir avec les parents|both|termination|nonpatient|30
s'entretenir avec la belle-famille|both|termination|historical|30
s'entretenir avec la belle-famille|both|termination|nonpatient|30
s'adresser a la famille|both|termination|historical|30
s'adresser a la famille|both|termination|nonpatient|30
s'adresser au cercle familial|both|termination|historical|30
s'adresser au cercle familial|both|termination|nonpatient|30
s'adresser a l'entourage|both|termination|historical|30
s'adresser a l'entourage|both|termination|nonpatient|30
s'adresser aux parents|both|termination|historical|30
s'adresser aux parents|both|termination|nonpatient|30
s'adresser a la belle-famille|both|termination|historical|30
s'adresser a la belle-famille|both|termination|nonpatient|30
encore|forward|termination|negated|10
toujours|forward|termination|negated|10
arrete de prendre|both|pseudo|negated|10
arrete de manger|both|pseudo|negated|10
arrete de boire|both|pseudo|negated|10
termine de prendre|both|pseudo|negated|10
termine de manger|both|pseudo|negated|10
termine de boire|both|pseudo|negated|10
fini de prendre|both|pseudo|negated|10
fini de manger|both|pseudo|negated|10
fini de boire|both|pseudo|negated|10
cesse de prendre|both|pseudo|negated|10
cesse de manger|both|pseudo|negated|10
cesse de boire|both|pseudo|negated|10
etude pour evaluer|forward|trigger|uncertain|30
etude pour juger|forward|trigger|uncertain|30
etude pour apprecier|forward|trigger|uncertain|30
etude pour chiffrer|forward|trigger|uncertain|30
etude pour calculer|forward|trigger|uncertain|30
etude pour quantifier|forward|trigger|uncertain|30
etude pour mesurer|forward|trigger|uncertain|30
etude pour determiner|forward|trigger|uncertain|30
etude pour expertiser|forward|trigger|uncertain|30
etudes pour evaluer|forward|trigger|uncertain|30
etudes pour juger|forward|trigger|uncertain|30
etudes pour apprecier|forward|trigger|uncertain|30
etudes pour chiffrer|forward|trigger|uncertain|30
etudes pour calculer|forward|trigger|uncertain|30
etudes pour quantifier|forward|trigger|uncertain|30
etudes pour mesurer|forward|trigger|uncertain|30
etudes pour determiner|forward|trigger|uncertain|30
etudes pour expertiser|forward|trigger|uncertain|30
examen pour evaluer|forward|trigger|uncertain|30
examen pour juger|forward|trigger|uncertain|30
examen pour apprecier|forward|trigger|uncertain|30
examen pour chiffrer|forward|trigger|uncertain|30
examen pour calculer|forward|trigger|uncertain|30
examen pour quantifier|forward|trigger|uncertain|30
examen pour mesurer|forward|trigger|uncertain|30
examen pour determiner|forward|trigger|uncertain|30
examen pour expertiser|forward|trigger|uncertain|30
examens pour evaluer|forward|trigger|uncertain|30
examens pour juger|forward|trigger|uncertain|30
examens pour apprecier|forward|trigger|uncertain|30
examens pour chiffrer|forward|trigger|uncertain|30
examens pour calculer|forward|trigger|uncertain|30
examens pour quantifier|forward|trigger|uncertain|30
examens pour mesurer|forward|trigger|uncertain|30
examens pour determiner|forward|trigger|uncertain|30
examens pour expertiser|forward|trigger|uncertain|30
experimentation pour evaluer|forward|trigger|uncertain|30
experimentation pour juger|forward|trigger|uncertain|30
experimentation pour apprecier|forward|trigger|uncertain|30
experimentation pour chiffrer|forward|trigger|uncertain|30
experimentation pour calculer|forward|trigger|uncertain|30
experimentation pour quantifier|forward|trigger|uncertain|30
experimentation pour mesurer|forward|trigger|uncertain|30
experimentation pour determiner|forward|trigger|uncertain|30
experimentation pour expertiser|forward|trigger|uncertain|30
experimentations pour evaluer|forward|trigger|uncertain|30
experimentations pour juger|forward|trigger|uncertain|30
experimentations pour apprecier|forward|trigger|uncertain|30
experimentations pour chiffrer|forward|trigger|uncertain|30
experimentations pour calculer|forward|trigger|uncertain|30
experimentations pour quantifier|forward|trigger|uncertain|30
experimentations pour mesurer|forward|trigger|uncertain|30
experimentations pour determiner|forward|trigger|uncertain|30
experimentations pour expertiser|forward|trigger|uncertain|30
enquete pour evaluer|forward|trigger|uncertain|30
enquete pour juger|forward|trigger|uncertain|30
enquete pour apprecier|forward|trigger|uncertain|30
enquete pour chiffrer|forward|trigger|uncertain|30
enquete pour calculer|forward|trigger|uncertain|30
enquete pour quantifier|forward|trigger|uncertain|30
enquete pour mesurer|forward|trigger|uncertain|30
enquete pour determiner|forward|trigger|uncertain|30
enquete pour expertiser|forward|trigger|uncertain|30
enquetes pour evaluer|forward|trigger|uncertain|30
enquetes pour juger|forward|trigger|uncertain|30
enquetes pour apprecier|forward|trigger|uncertain|30
enquetes pour chiffrer|forward|trigger|uncertain|30
enquetes pour calculer|forward|trigger|uncertain|30
enquetes pour quantifier|forward|trigger|uncertain|30
enquetes pour mesurer|forward|trigger|uncertain|30
enquetes pour determiner|forward|trigger|uncertain|30
enquetes pour expertiser|forward|trigger|uncertain|30
analyse pour evaluer|forward|trigger|uncertain|30
analyse pour juger|forward|trigger|uncertain|30
analyse pour apprecier|forward|trigger|uncertain|30
analyse pour chiffrer|forward|trigger|uncertain|30
analyse pour calculer|forward|trigger|uncertain|30
analyse pour quantifier|forward|trigger|uncertain|30
analyse pour mesurer|forward|trigger|uncertain|30
analyse pour determiner|forward|trigger|uncertain|30
analyse pour expertiser|forward|trigger|uncertain|30
analyses pour evaluer|forward|trigger|uncertain|30
analyses pour juger|forward|trigger|uncertain|30
analyses pour apprecier|forward|trigger|uncertain|30
analyses pour chiffrer|forward|trigger|uncertain|30
analyses pour calculer|forward|trigger|uncertain|30
analyses pour quantifier|forward|trigger|uncertain|30
analyses pour mesurer|forward|trigger|uncertain|30
analyses pour determiner|forward|trigger|uncertain|30
analyses pour expertiser|forward|trigger|uncertain|30
etude pour evaluer|forward|trigger|uncertain|30
etude pour juger|forward|trigger|uncertain|30
etude pour apprecier|forward|trigger|uncertain|30
etude pour chiffrer|forward|trigger|uncertain|30
etude pour calculer|forward|trigger|uncertain|30
etude pour quantifier|forward|trigger|uncertain|30
etude pour mesurer|forward|trigger|uncertain|30
etude pour determiner|forward|trigger|uncertain|30
etude pour expertiser|forward|trigger|uncertain|30
etude pour jauger|forward|trigger|uncertain|30
etude pour compter|forward|trigger|uncertain|30
etude pour peser|forward|trigger|uncertain|30
etude pour comparer|forward|trigger|uncertain|30
etude pour examiner|forward|trigger|uncertain|30
etude pour recenser|forward|trigger|uncertain|30
examen pour evaluer|forward|trigger|uncertain|30
examen pour juger|forward|trigger|uncertain|30
examen pour apprecier|forward|trigger|uncertain|30
examen pour chiffrer|forward|trigger|uncertain|30
examen pour calculer|forward|trigger|uncertain|30
examen pour quantifier|forward|trigger|uncertain|30
examen pour mesurer|forward|trigger|uncertain|30
examen pour determiner|forward|trigger|uncertain|30
examen pour expertiser|forward|trigger|uncertain|30
examen pour jauger|forward|trigger|uncertain|30
examen pour compter|forward|trigger|uncertain|30
examen pour peser|forward|trigger|uncertain|30
examen pour comparer|forward|trigger|uncertain|30
examen pour examiner|forward|trigger|uncertain|30
examen pour recenser|forward|trigger|uncertain|30
experimentation pour evaluer|forward|trigger|uncertain|30
experimentation pour juger|forward|trigger|uncertain|30
experimentation pour apprecier|forward|trigger|uncertain|30
experimentation pour chiffrer|forward|trigger|uncertain|30
experimentation pour calculer|forward|trigger|uncertain|30
experimentation pour quantifier|forward|trigger|uncertain|30
experimentation pour mesurer|forward|trigger|uncertain|30
experimentation pour determiner|forward|trigger|uncertain|30
experimentation pour expertiser|forward|trigger|uncertain|30
experimentation pour jauger|forward|trigger|uncertain|30
experimentation pour compter|forward|trigger|uncertain|30
experimentation pour peser|forward|trigger|uncertain|30
experimentation pour comparer|forward|trigger|uncertain|30
experimentation pour examiner|forward|trigger|uncertain|30
experimentation pour recenser|forward|trigger|uncertain|30
enquete pour evaluer|forward|trigger|uncertain|30
enquete pour juger|forward|trigger|uncertain|30
enquete pour apprecier|forward|trigger|uncertain|30
enquete pour chiffrer|forward|trigger|uncertain|30
enquete pour calculer|forward|trigger|uncertain|30
enquete pour quantifier|forward|trigger|uncertain|30
enquete pour mesurer|forward|trigger|uncertain|30
enquete pour determiner|forward|trigger|uncertain|30
enquete pour expertiser|forward|trigger|uncertain|30
enquete pour jauger|forward|trigger|uncertain|30
enquete pour compter|forward|trigger|uncertain|30
enquete pour peser|forward|trigger|uncertain|30
enquete pour comparer|forward|trigger|uncertain|30
enquete pour examiner|forward|trigger|uncertain|30
enquete pour recenser|forward|trigger|uncertain|30
analyse pour evaluer|forward|trigger|uncertain|30
analyse pour juger|forward|trigger|uncertain|30
analyse pour apprecier|forward|trigger|uncertain|30
analyse pour chiffrer|forward|trigger|uncertain|30
analyse pour calculer|forward|trigger|uncertain|30
analyse pour quantifier|forward|trigger|uncertain|30
analyse pour mesurer|forward|trigger|uncertain|30
analyse pour determiner|forward|trigger|uncertain|30
analyse pour expertiser|forward|trigger|uncertain|30
analyse pour jauger|forward|trigger|uncertain|30
analyse pour compter|forward|trigger|uncertain|30
analyse pour peser|forward|trigger|uncertain|30
analyse pour comparer|forward|trigger|uncertain|30
analyse pour examiner|forward|trigger|uncertain|30
analyse pour recenser|forward|trigger|uncertain|30
exploration pour evaluer|forward|trigger|uncertain|30
exploration pour juger|forward|trigger|uncertain|30
exploration pour apprecier|forward|trigger|uncertain|30
exploration pour chiffrer|forward|trigger|uncertain|30
exploration pour calculer|forward|trigger|uncertain|30
exploration pour quantifier|forward|trigger|uncertain|30
exploration pour mesurer|forward|trigger|uncertain|30
exploration pour determiner|forward|trigger|uncertain|30
exploration pour expertiser|forward|trigger|uncertain|30
exploration pour jauger|forward|trigger|uncertain|30
exploration pour compter|forward|trigger|uncertain|30
exploration pour peser|forward|trigger|uncertain|30
exploration pour comparer|forward|trigger|uncertain|30
exploration pour examiner|forward|trigger|uncertain|30
exploration pour recenser|forward|trigger|uncertain|30
observation pour evaluer|forward|trigger|uncertain|30
observation pour juger|forward|trigger|uncertain|30
observation pour apprecier|forward|trigger|uncertain|30
observation pour chiffrer|forward|trigger|uncertain|30
observation pour calculer|forward|trigger|uncertain|30
observation pour quantifier|forward|trigger|uncertain|30
observation pour mesurer|forward|trigger|uncertain|30
observation pour determiner|forward|trigger|uncertain|30
observation pour expertiser|forward|trigger|uncertain|30
observation pour jauger|forward|trigger|uncertain|30
observation pour compter|forward|trigger|uncertain|30
observation pour peser|forward|trigger|uncertain|30
observation pour comparer|forward|trigger|uncertain|30
observation pour examiner|forward|trigger|uncertain|30
observation pour recenser|forward|trigger|uncertain|30
expertise pour evaluer|forward|trigger|uncertain|30
expertise pour juger|forward|trigger|uncertain|30
expertise pour apprecier|forward|trigger|uncertain|30
expertise pour chiffrer|forward|trigger|uncertain|30
expertise pour calculer|forward|trigger|uncertain|30
expertise pour quantifier|forward|trigger|uncertain|30
expertise pour mesurer|forward|trigger|uncertain|30
expertise pour determiner|forward|trigger|uncertain|30
expertise pour expertiser|forward|trigger|uncertain|30
expertise pour jauger|forward|trigger|uncertain|30
expertise pour compter|forward|trigger|uncertain|30
expertise pour peser|forward|trigger|uncertain|30
expertise pour comparer|forward|trigger|uncertain|30
expertise pour examiner|forward|trigger|uncertain|30
expertise pour recenser|forward|trigger|uncertain|30
rapport pour evaluer|forward|trigger|uncertain|30
rapport pour juger|forward|trigger|uncertain|30
rapport pour apprecier|forward|trigger|uncertain|30
rapport pour chiffrer|forward|trigger|uncertain|30
rapport pour calculer|forward|trigger|uncertain|30
rapport pour quantifier|forward|trigger|uncertain|30
rapport pour mesurer|forward|trigger|uncertain|30
rapport pour determiner|forward|trigger|uncertain|30
rapport pour expertiser|forward|trigger|uncertain|30
rapport pour jauger|forward|trigger|uncertain|30
rapport pour compter|forward|trigger|uncertain|30
rapport pour peser|forward|trigger|uncertain|30
rapport pour comparer|forward|trigger|uncertain|30
rapport pour examiner|forward|trigger|uncertain|30
rapport pour recenser|forward|trigger|uncertain|30
investigation pour evaluer|forward|trigger|uncertain|30
investigation pour juger|forward|trigger|uncertain|30
investigation pour apprecier|forward|trigger|uncertain|30
investigation pour chiffrer|forward|trigger|uncertain|30
investigation pour calculer|forward|trigger|uncertain|30
investigation pour quantifier|forward|trigger|uncertain|30
investigation pour mesurer|forward|trigger|uncertain|30
investigation pour determiner|forward|trigger|uncertain|30
investigation pour expertiser|forward|trigger|uncertain|30
investigation pour jauger|forward|trigger|uncertain|30
investigation pour compter|forward|trigger|uncertain|30
investigation pour peser|forward|trigger|uncertain|30
investigation pour comparer|forward|trigger|uncertain|30
investigation pour examiner|forward|trigger|uncertain|30
investigation pour recenser|forward|trigger|uncertain|30
apparition soudaine de|both|pseudo|historical|30
arrivee soudaine de|both|pseudo|historical|30
eclosion soudaine de|both|pseudo|historical|30
manifestation soudaine de|both|pseudo|historical|30
eruption soudaine de|both|pseudo|historical|30
naissance soudaine de|both|pseudo|historical|30
survenue soudaine de|both|pseudo|historical|30
emergence soudaine de|both|pseudo|historical|30
poussee soudaine de|both|pseudo|historical|30
evocateur de|forward|trigger|uncertain|30
evocatoire de|forward|trigger|uncertain|30
allusif de|forward|trigger|uncertain|30
suggerer|forward|trigger|uncertain|30
evoquer|forward|trigger|uncertain|30
susciter|forward|trigger|uncertain|30
faire penser a|forward|trigger|uncertain|30
sous-entendre|forward|trigger|uncertain|30
supposer|forward|trigger|uncertain|30
envisager|forward|trigger|uncertain|30
soupçonner|forward|trigger|uncertain|30
pressentir|forward|trigger|uncertain|30
deviner|forward|trigger|uncertain|30
douter|forward|trigger|uncertain|30
presumer|forward|trigger|uncertain|30
entrevoir|forward|trigger|uncertain|30
sentir|forward|trigger|uncertain|30
conjecturer|forward|trigger|uncertain|30
penser|forward|trigger|uncertain|30
imaginer|forward|trigger|uncertain|30
subodorer|forward|trigger|uncertain|30
croire|forward|trigger|uncertain|30
suggere|forward|trigger|uncertain|30
evoque|forward|trigger|uncertain|30
suscite|forward|trigger|uncertain|30
fait penser a|forward|trigger|uncertain|30
sous-entendu|forward|trigger|uncertain|30
suppose|forward|trigger|uncertain|30
envisage|forward|trigger|uncertain|30
soupçonne|forward|trigger|uncertain|30
pressenti|forward|trigger|uncertain|30
devine|forward|trigger|uncertain|30
doute|forward|trigger|uncertain|30
presume|forward|trigger|uncertain|30
entrevu|forward|trigger|uncertain|30
senti|forward|trigger|uncertain|30
conjecture|forward|trigger|uncertain|30
pense|forward|trigger|uncertain|30
imagine|forward|trigger|uncertain|30
subodore|forward|trigger|uncertain|30
cru|forward|trigger|uncertain|30
suggere|forward|trigger|uncertain|30
evoque|forward|trigger|uncertain|30
suscite|forward|trigger|uncertain|30
fait penser a|forward|trigger|uncertain|30
sous-entends|forward|trigger|uncertain|30
suppose|forward|trigger|uncertain|30
envisage|forward|trigger|uncertain|30
soupçonne|forward|trigger|uncertain|30
pressentis|forward|trigger|uncertain|30
devine|forward|trigger|uncertain|30
doute|forward|trigger|uncertain|30
presume|forward|trigger|uncertain|30
entrevois|forward|trigger|uncertain|30
sens|forward|trigger|uncertain|30
conjecture|forward|trigger|uncertain|30
pense|forward|trigger|uncertain|30
imagine|forward|trigger|uncertain|30
subodore|forward|trigger|uncertain|30
crois|forward|trigger|uncertain|30
soupçon de|forward|trigger|uncertain|30
doute de|forward|trigger|uncertain|30
suspicion de|forward|trigger|uncertain|30
crainte de|forward|trigger|uncertain|30
croyance de|forward|trigger|uncertain|30
presomption de|forward|trigger|uncertain|30
supposition de|forward|trigger|uncertain|30
mefiant pour|forward|trigger|uncertain|30
soupçonneux pour|forward|trigger|uncertain|30
timore pour|forward|trigger|uncertain|30
prudent pour|forward|trigger|uncertain|30
suspicieux pour|forward|trigger|uncertain|30
dubitatif pour|forward|trigger|uncertain|30
douteux pour|forward|trigger|uncertain|30
avec mefiance pour|forward|trigger|uncertain|30
suspect pour|forward|trigger|uncertain|30
precautionneux pour|forward|trigger|uncertain|30
sceptique pour|forward|trigger|uncertain|30
evaluer tout|forward|trigger|uncertain|30
evaluer tous|forward|trigger|uncertain|30
evaluer toute|forward|trigger|uncertain|30
evaluer toutes|forward|trigger|uncertain|30
apprecier tout|forward|trigger|uncertain|30
apprecier tous|forward|trigger|uncertain|30
apprecier toute|forward|trigger|uncertain|30
apprecier toutes|forward|trigger|uncertain|30
mesurer tout|forward|trigger|uncertain|30
mesurer tous|forward|trigger|uncertain|30
mesurer toute|forward|trigger|uncertain|30
mesurer toutes|forward|trigger|uncertain|30
determiner tout|forward|trigger|uncertain|30
determiner tous|forward|trigger|uncertain|30
determiner toute|forward|trigger|uncertain|30
determiner toutes|forward|trigger|uncertain|30
jauger tout|forward|trigger|uncertain|30
jauger tous|forward|trigger|uncertain|30
jauger toute|forward|trigger|uncertain|30
jauger toutes|forward|trigger|uncertain|30
exclure|forward|trigger|negated|10
rejeter|forward|trigger|negated|10
proscrire|forward|trigger|negated|10
supprimer|forward|trigger|negated|10
radier|forward|trigger|negated|10
pour prevenir|forward|trigger|conditional|30
pour anticiper|forward|trigger|conditional|30
pour empecher|forward|trigger|conditional|30
pour eviter|forward|trigger|conditional|30
pour se premunir contre|forward|trigger|conditional|30
maintenant|both|termination|historical|30
maintenant|both|termination|nonpatient|30
actuellement|both|termination|historical|30
actuellement|both|termination|nonpatient|30
aujourd'hui|both|termination|historical|30
aujourd'hui|both|termination|nonpatient|30
a present|both|termination|historical|30
a present|both|termination|nonpatient|30
desdesormais|both|termination|historical|30
desdesormais|both|termination|nonpatient|30
presentement|both|termination|historical|30
presentement|both|termination|nonpatient|30
